variable	method	TF	odds	conf_int_l	conf_int_u	pvalue	access
is_in_chip_atlas	method2	AFF1	2.7253637727865	2.67876961105115	2.77195793452184	0	ENCSR426URK
is_ppi	method2	AFF1	3.45554154045557	3.23066597194631	3.68041710896482	2.79418579285938e-199	ENCSR426URK
is_in_dorothea	method2	AFF1	2.61997163201626	2.56226881374733	2.6776744502852	0	ENCSR426URK
has_motif	method2	AFF1	0.00835253537203311	0.0074445134505095	0.0092605572935569	1.14804244748778e-72	ENCSR426URK
network	method2	AFF1					ENCSR426URK
is_coexpressed	method3	AFF1	2.7474093778787	2.68736124056137	2.80745751519603	0	ENCSR426URK
is_in_msigdb	method3	AFF1	0.00728605052191514	0.00647444564312946	0.00809765540070069	2.66312574123807e-69	ENCSR426URK
is_in_chip_atlas	method3	AFF1	2.30714723033957	2.25658301739335	2.35771144328579	0	ENCSR426URK
is_ppi	method3	AFF1	2.39774173771682	2.22048727248778	2.57499620294586	6.83694467495575e-155	ENCSR426URK
is_in_dorothea	method3	AFF1	2.00154643628817	1.94165319582297	2.06143967675337	0	ENCSR426URK
has_motif	method3	AFF1	0.00728605052191514	0.00647444564312946	0.00809765540070069	2.66312574123807e-69	ENCSR426URK
network	method3	AFF1					ENCSR426URK
is_coexpressed	method1	AGO1	3.18021685040325	2.93675989168467	3.42367380912183	1.41311368256341e-144	ENCSR641BSL
is_in_msigdb	method1	AGO1	0.00309318061375109	0.00253311467709375	0.0036532465504085	2.62486889499929e-27	ENCSR641BSL
is_in_chip_atlas	method1	AGO1	2.15696626902068	2.11531941564246	2.1986131223989	0	ENCSR641BSL
is_ppi	method1	AGO1	3.16944542570028	3.05195961779719	3.28693123360337	0	ENCSR641BSL
is_in_dorothea	method1	AGO1	1.96690768755789	1.92092847270429	2.01288690241148	0	ENCSR641BSL
has_motif	method1	AGO1	0.00309318061375109	0.00253311467709375	0.0036532465504085	2.62486889499929e-27	ENCSR641BSL
network	method1	AGO1					ENCSR641BSL
is_coexpressed	method2	AGO1	5.03551968170621	4.6397515725687	5.43128779084372	2.89037625324029e-137	ENCSR641BSL
is_in_msigdb	method2	AGO1	0.00235663862019748	0.00188700384197072	0.00282627339842437	7.93094004745724e-23	ENCSR641BSL
is_in_chip_atlas	method2	AGO1	3.12474409080676	3.08033400065856	3.16915418095496	0	ENCSR641BSL
is_ppi	method2	AGO1	4.59274043908875	4.42874758307519	4.75673329510231	0	ENCSR641BSL
is_in_dorothea	method2	AGO1	3.58848382677772	3.52635720918299	3.65061044437245	0	ENCSR641BSL
has_motif	method2	AGO1	0.00235663862019748	0.00188700384197072	0.00282627339842437	7.93094004745724e-23	ENCSR641BSL
network	method2	AGO1					ENCSR641BSL
is_coexpressed	method3	AGO1	2.65356002526665	2.46098688422951	2.8461331663038	1.19672999088377e-160	ENCSR641BSL
is_in_msigdb	method3	AGO1	0.00196873154229867	0.00157770015484952	0.00235976292974767	5.72720874387305e-23	ENCSR641BSL
is_in_chip_atlas	method3	AGO1	2.59314096163462	2.5485117666312	2.63777015663805	0	ENCSR641BSL
is_ppi	method3	AGO1	2.63784341565992	2.5428451551988	2.73284167612105	0	ENCSR641BSL
is_in_dorothea	method3	AGO1	2.79709871329166	2.73453647382809	2.85966095275523	0	ENCSR641BSL
has_motif	method3	AGO1	0.00196873154229867	0.00157770015484952	0.00235976292974767	5.72720874387305e-23	ENCSR641BSL
network	method3	AGO1					ENCSR641BSL
is_coexpressed	method1	AGO1	4.01482075533127	3.72886283013324	4.30077868052931	1.06330187811895e-166	GSE120104
is_in_msigdb	method1	AGO1	0.00325735848562998	0.00272367732918959	0.00379103964207065	5.55255433770744e-33	GSE120104
is_in_chip_atlas	method1	AGO1	2.26793689133071	2.22441889121483	2.31145489144658	0	GSE120104
is_ppi	method1	AGO1	3.80290529726408	3.67057479651316	3.935235798015	0	GSE120104
is_in_dorothea	method1	AGO1	1.82869691750396	1.77733498658906	1.88005884841886	0	GSE120104
has_motif	method1	AGO1	0.00325735848562998	0.00272367732918959	0.00379103964207065	5.55255433770744e-33	GSE120104
network	method1	AGO1					GSE120104
is_coexpressed	method2	AGO1	4.28736360890285	3.99021269189192	4.58451452591379	6.20397116485016e-176	GSE120104
is_in_msigdb	method2	AGO1	0.00207425596689328	0.00167241008949929	0.00247610184428738	4.63643249153e-24	GSE120104
is_in_chip_atlas	method2	AGO1	3.19262456709902	3.14597626162382	3.23927287257422	0	GSE120104
is_ppi	method2	AGO1	5.21370951558792	5.03015505529028	5.39726397588556	0	GSE120104
is_in_dorothea	method2	AGO1	3.290670215274	3.22012733673115	3.36121309381686	0	GSE120104
has_motif	method2	AGO1	0.00207425596689328	0.00167241008949929	0.00247610184428738	4.63643249153e-24	GSE120104
network	method2	AGO1					GSE120104
is_coexpressed	method3	AGO1	2.87113617003763	2.66601972426983	3.07625261580543	1.04115572080874e-165	GSE120104
is_in_msigdb	method3	AGO1	0.0018637475941072	0.00150673218956098	0.00222076299865327	1.42694568853066e-24	GSE120104
is_in_chip_atlas	method3	AGO1	2.81949293536281	2.76920812553659	2.86977774518903	0	GSE120104
is_ppi	method3	AGO1	3.14213613735126	3.03658143194217	3.24769084276035	0	GSE120104
is_in_dorothea	method3	AGO1	2.61526667437207	2.54339945792609	2.68713389081805	0	GSE120104
has_motif	method3	AGO1	0.0018637475941072	0.00150673218956098	0.00222076299865327	1.42694568853066e-24	GSE120104
network	method3	AGO1					GSE120104
is_coexpressed	method1	ARHGAP35	6.3817674388871	6.19759916931234	6.56593570846185	0	ENCSR571BUF
is_in_msigdb	method1	ARHGAP35	4.08982429420238	3.801516115888	4.37813247251676	3.90505215067841e-170	ENCSR571BUF
is_in_chip_atlas	method1	ARHGAP35	0.305262876173076	0.241199999724584	0.369325752621568	9.67900688287591e-21	ENCSR571BUF
is_ppi	method1	ARHGAP35	5.32743193939595	5.0286628616527	5.62620101713921	1.32755744533888e-267	ENCSR571BUF
is_in_dorothea	method1	ARHGAP35	0.392025873441207	0.328955735010361	0.455096011872053	3.8388552356955e-34	ENCSR571BUF
has_motif	method1	ARHGAP35	0.000503638040500211	0.000293001990451182	0.000714274090549383	2.78015356462259e-06	ENCSR571BUF
network	method1	ARHGAP35					ENCSR571BUF
is_coexpressed	method2	ARHGAP35	5.05601122304882	4.93320062879598	5.17882181730166	0	ENCSR571BUF
is_in_msigdb	method2	ARHGAP35	6.90988295524177	6.52554004975066	7.29422586073288	5.28943371753692e-272	ENCSR571BUF
is_in_chip_atlas	method2	ARHGAP35	1.58586089840135	1.50205674816339	1.66966504863931	4.08775101424789e-301	ENCSR571BUF
is_ppi	method2	ARHGAP35	4.74804191885973	4.51817601502221	4.97790782269726	0	ENCSR571BUF
is_in_dorothea	method2	ARHGAP35	2.73140633980813	2.57891405392788	2.88389862568838	5.259329378853e-270	ENCSR571BUF
has_motif	method2	ARHGAP35	0.000573576788287532	0.000349674286609398	0.000797479289965944	5.1407888499475e-07	ENCSR571BUF
network	method2	ARHGAP35					ENCSR571BUF
is_coexpressed	method3	ARHGAP35	4.43751490764612	4.30640203107573	4.56862778421651	0	ENCSR571BUF
is_in_msigdb	method3	ARHGAP35	4.94322892435602	4.67046400739013	5.21599384132191	2.37766589115205e-276	ENCSR571BUF
is_in_chip_atlas	method3	ARHGAP35	1.81751505865068	1.71548052018491	1.91954959711646	4.72450458946743e-267	ENCSR571BUF
is_ppi	method3	ARHGAP35	3.74552697880556	3.49749123101775	3.99356272659338	1.61015816321129e-192	ENCSR571BUF
is_in_dorothea	method3	ARHGAP35	2.11928732188068	1.95954284698794	2.27903179677342	4.60427032423362e-149	ENCSR571BUF
has_motif	method3	ARHGAP35	0.000670949572790162	0.000431890305430799	0.000910008840149748	3.77677863410531e-08	ENCSR571BUF
network	method3	ARHGAP35					ENCSR571BUF
is_coexpressed	method1	ARID1B	2.6770587264535	2.23512123891991	3.1189962139871	1.63890326707185e-32	ENCSR822CCM
is_in_msigdb	method1	ARID1B	0.00074695380372418	0.000429970222487932	0.00106393738496078	3.86284422542626e-06	ENCSR822CCM
is_in_chip_atlas	method1	ARID1B	1.14538666881487	1.10747331164543	1.18330002598431	0	ENCSR822CCM
is_ppi	method1	ARID1B	2.58153452906552	2.41492172352476	2.74814733460627	1.42495983410681e-202	ENCSR822CCM
is_in_dorothea	method1	ARID1B	1.01891817856272	0.979944424597465	1.05789193252798	0	ENCSR822CCM
has_motif	method1	ARID1B	0.00074695380372418	0.000429970222487932	0.00106393738496078	3.86284422542626e-06	ENCSR822CCM
network	method1	ARID1B					ENCSR822CCM
is_coexpressed	method2	ARID1B	3.09893489944267	2.75381296564008	3.44405683324526	2.49286064344695e-69	ENCSR822CCM
is_in_msigdb	method2	ARID1B	0.001483967724495	0.0011346561973112	0.00183327925167898	8.31985172193957e-17	ENCSR822CCM
is_in_chip_atlas	method2	ARID1B	2.65235724110972	2.60840360821765	2.69631087400179	0	ENCSR822CCM
is_ppi	method2	ARID1B	3.0081504618558	2.87697795767577	3.13932296603582	0	ENCSR822CCM
is_in_dorothea	method2	ARID1B	2.5344261825528	2.48062560481356	2.58822676029204	0	ENCSR822CCM
has_motif	method2	ARID1B	0.001483967724495	0.0011346561973112	0.00183327925167898	8.31985172193957e-17	ENCSR822CCM
network	method2	ARID1B					ENCSR822CCM
is_coexpressed	method3	ARID1B	2.18336465154228	1.90584498192275	2.4608843211618	1.19827176454551e-53	ENCSR822CCM
is_in_msigdb	method3	ARID1B	0.00176353348654275	0.0014109290726192	0.0021161379004665	1.09460816434619e-22	ENCSR822CCM
is_in_chip_atlas	method3	ARID1B	2.02241227438375	1.97412904438539	2.07069550438212	0	ENCSR822CCM
is_ppi	method3	ARID1B	1.48001713711157	1.36939479666246	1.59063947756069	1.45851128548469e-151	ENCSR822CCM
is_in_dorothea	method3	ARID1B	1.69244544774039	1.63593350125828	1.7489573942225	0	ENCSR822CCM
has_motif	method3	ARID1B	0.00176353348654275	0.0014109290726192	0.0021161379004665	1.09460816434619e-22	ENCSR822CCM
network	method3	ARID1B					ENCSR822CCM
is_coexpressed	method1	ARID2	5.21575654328934	5.08740840502438	5.3441046815543	0	ENCSR491EBY
is_in_msigdb	method1	ARID2	0.000266294159058543	8.16593276988674e-05	0.000450928990418687	0.00470070867223796	ENCSR491EBY
is_in_chip_atlas	method1	ARID2	0.530900130880263	0.484117804269977	0.577682457490549	1.3278795104552e-109	ENCSR491EBY
is_ppi	method1	ARID2	4.14958544276787	3.93315342001747	4.36601746551827	0	ENCSR491EBY
is_in_dorothea	method1	ARID2	0.57026203367269	0.518933923860712	0.621590143484669	3.93050060486919e-105	ENCSR491EBY
has_motif	method1	ARID2	0.000266294159058543	8.16593276988674e-05	0.000450928990418687	0.00470070867223796	ENCSR491EBY
network	method1	ARID2					ENCSR491EBY
is_coexpressed	method2	ARID2	4.13981182231318	4.04745780944897	4.23216583517739	0	ENCSR491EBY
is_in_msigdb	method2	ARID2	0.000326173233683446	0.000125368308111241	0.000526978159255497	0.00145413388141504	ENCSR491EBY
is_in_chip_atlas	method2	ARID2	1.5677751390832	1.49536811762636	1.64018216054005	0	ENCSR491EBY
is_ppi	method2	ARID2	4.34970187990462	4.16752393893927	4.53187982086996	0	ENCSR491EBY
is_in_dorothea	method2	ARID2	1.44959486859028	1.36434547629365	1.5348442608869	1.5094467809967e-243	ENCSR491EBY
has_motif	method2	ARID2	0.000326173233683446	0.000125368308111241	0.000526978159255497	0.00145413388141504	ENCSR491EBY
network	method2	ARID2					ENCSR491EBY
is_coexpressed	method3	ARID2	3.40541216230168	3.30321658707884	3.50760773752452	0	ENCSR491EBY
is_in_msigdb	method3	ARID2	0.000452993058199045	0.000240654138299716	0.000665331978098099	2.89765078160253e-05	ENCSR491EBY
is_in_chip_atlas	method3	ARID2	0.977181796415094	0.892346740527776	1.06201685230241	7.38096377279045e-113	ENCSR491EBY
is_ppi	method3	ARID2	2.94001734421038	2.74576319174533	3.13427149667542	2.21126932593132e-193	ENCSR491EBY
is_in_dorothea	method3	ARID2	0.63863015778745	0.54594027734034	0.731320038234561	1.47440923214834e-41	ENCSR491EBY
has_motif	method3	ARID2	0.000452993058199045	0.000240654138299716	0.000665331978098099	2.89765078160253e-05	ENCSR491EBY
network	method3	ARID2					ENCSR491EBY
is_coexpressed	method1	ARID3A	4.82833000557011	4.32566495756411	5.33099505357611	4.56278616912383e-79	ENCSR000EFY
is_in_msigdb	method1	ARID3A	0.000606700051960525	0.000368832312384452	0.000844567791536812	5.75891289718724e-07	ENCSR000EFY
is_in_chip_atlas	method1	ARID3A	1.69672482582403	1.64797011628248	1.74547953536557	0	ENCSR000EFY
is_ppi	method1	ARID3A	3.66100767771064	3.46683899777278	3.85517635764849	5.97206325905613e-299	ENCSR000EFY
is_in_dorothea	method1	ARID3A	0.93783130068771	0.894154830136342	0.981507771239079	0	ENCSR000EFY
has_motif	method1	ARID3A	0.000606700051960525	0.000368832312384452	0.000844567791536812	5.75891289718724e-07	ENCSR000EFY
network	method1	ARID3A					ENCSR000EFY
is_coexpressed	method2	ARID3A	4.22877322443089	3.90164284036179	4.55590360849998	1.26037165675715e-141	ENCSR000EFY
is_in_msigdb	method2	ARID3A	0.000850453959957239	0.000598787918914891	0.00110212000099952	3.50983125498644e-11	ENCSR000EFY
is_in_chip_atlas	method2	ARID3A	3.06315646504032	3.00965243478179	3.11666049529885	0	ENCSR000EFY
is_ppi	method2	ARID3A	3.48222389631301	3.32934489525437	3.63510289737166	0	ENCSR000EFY
is_in_dorothea	method2	ARID3A	2.73970917359777	2.66322034798305	2.81619799921249	0	ENCSR000EFY
has_motif	method2	ARID3A	0.000850453959957239	0.000598787918914891	0.00110212000099952	3.50983125498644e-11	ENCSR000EFY
network	method2	ARID3A					ENCSR000EFY
is_coexpressed	method3	ARID3A	3.22158389921544	2.96092593632895	3.48224186210192	1.22854657119798e-129	ENCSR000EFY
is_in_msigdb	method3	ARID3A	0.00102680761709434	0.000763630350944543	0.00128998488324406	2.05562116816674e-14	ENCSR000EFY
is_in_chip_atlas	method3	ARID3A	2.90943188938252	2.84970787190766	2.96915590685738	0	ENCSR000EFY
is_ppi	method3	ARID3A	2.34556801382288	2.20225605525631	2.48887997238946	8.63768201387896e-226	ENCSR000EFY
is_in_dorothea	method3	ARID3A	2.24828823162971	2.16321500236067	2.33336146089874	0	ENCSR000EFY
has_motif	method3	ARID3A	0.00102680761709434	0.000763630350944543	0.00128998488324406	2.05562116816674e-14	ENCSR000EFY
network	method3	ARID3A					ENCSR000EFY
is_coexpressed	method1	ARID3B	6.40428821657172	6.25080022278282	6.55777621036062	0	ENCSR360UHC
is_in_msigdb	method1	ARID3B	0.832879674146442	0.470194151045549	1.19556519724734	6.76374701449685e-06	ENCSR360UHC
is_in_chip_atlas	method1	ARID3B	3.56043241623717	3.30842334318613	3.8124414892882	8.89836539860318e-169	ENCSR360UHC
is_ppi	method1	ARID3B	5.84806199914691	5.37913204422238	6.31699195407145	5.92778038142205e-132	ENCSR360UHC
is_in_dorothea	method1	ARID3B	0.647702764716116	0.563396089497873	0.732009439934358	3.05490428302791e-51	ENCSR360UHC
has_motif	method1	ARID3B	0.000273147761521015	5.59323239708252e-05	0.00049036319907126	0.0137130259027408	ENCSR360UHC
network	method1	ARID3B					ENCSR360UHC
is_coexpressed	method2	ARID3B	7.47234069879726	7.29257255617511	7.65210884141942	0	ENCSR360UHC
is_in_msigdb	method2	ARID3B	1.02951248385392	0.664248234827487	1.39477673288035	3.30723542324197e-08	ENCSR360UHC
is_in_chip_atlas	method2	ARID3B	4.33313610820329	4.08172909370827	4.58454312269831	3.6669044787368e-250	ENCSR360UHC
is_ppi	method2	ARID3B	7.05434132016161	6.46330220203512	7.64538043828811	4.96991995893895e-121	ENCSR360UHC
is_in_dorothea	method2	ARID3B	1.16700816661932	1.06820402499004	1.26581230824861	1.44689913758909e-118	ENCSR360UHC
has_motif	method2	ARID3B	0.000312633504700557	9.57506346663685e-05	0.000529516374734358	0.00472346696382005	ENCSR360UHC
network	method2	ARID3B					ENCSR360UHC
is_coexpressed	method3	ARID3B	5.54758874432801	5.41720017958116	5.67797730907486	0	ENCSR360UHC
is_in_msigdb	method3	ARID3B	0.475633512891355	-0.0118853420895848	0.963152367872294	0.0558484078043204	ENCSR360UHC
is_in_chip_atlas	method3	ARID3B	3.86712825942977	3.60783692372487	4.12641959513467	7.63376244678565e-188	ENCSR360UHC
is_ppi	method3	ARID3B	4.77471715880449	4.3938071491412	5.15562716846778	2.73344824551007e-133	ENCSR360UHC
is_in_dorothea	method3	ARID3B	0.84090115686513	0.733366637319143	0.948435676411118	5.05874040606535e-53	ENCSR360UHC
has_motif	method3	ARID3B	0.000381197931164069	0.000161514947427248	0.000600880914900849	0.000671329888560197	ENCSR360UHC
network	method3	ARID3B					ENCSR360UHC
is_coexpressed	method1	ARNT	4.89818909123281	4.80753734704218	4.98884083542344	0	ENCSR155KHM
is_in_msigdb	method1	ARNT	0.00201607015277215	0.00163181557982134	0.0024003247257228	8.35989102223872e-25	ENCSR155KHM
is_in_chip_atlas	method1	ARNT	1.14240964552784	1.09750634841685	1.18731294263883	0	ENCSR155KHM
is_ppi	method1	ARNT	4.73279176880451	4.4926562998783	4.97292723773072	0	ENCSR155KHM
is_in_dorothea	method1	ARNT	1.01726274404848	0.967440929327895	1.06708455876907	0	ENCSR155KHM
has_motif	method1	ARNT	0.00201607015277215	0.00163181557982134	0.0024003247257228	8.35989102223872e-25	ENCSR155KHM
network	method1	ARNT					ENCSR155KHM
is_coexpressed	method2	ARNT	4.36612654120422	4.29318712305676	4.43906595935169	0	ENCSR155KHM
is_in_msigdb	method2	ARNT	0.00224151941035454	0.00186020846613562	0.00262283035457328	1.02480596302371e-30	ENCSR155KHM
is_in_chip_atlas	method2	ARNT	2.09576453284378	2.03589270569796	2.15563635998961	0	ENCSR155KHM
is_ppi	method2	ARNT	3.44839484940818	3.28632419805659	3.61046550075976	0	ENCSR155KHM
is_in_dorothea	method2	ARNT	2.0116991766156	1.93969368032835	2.08370467290285	0	ENCSR155KHM
has_motif	method2	ARNT	0.00224151941035454	0.00186020846613562	0.00262283035457328	1.02480596302371e-30	ENCSR155KHM
network	method2	ARNT					ENCSR155KHM
is_coexpressed	method3	ARNT	3.44823156647696	3.37699706516279	3.51946606779114	0	ENCSR155KHM
is_in_msigdb	method3	ARNT	0.00205403111863561	0.00170458676816944	0.00240347546910197	1.03566713978625e-30	ENCSR155KHM
is_in_chip_atlas	method3	ARNT	1.65540586148676	1.58846320500141	1.7223485179721	0	ENCSR155KHM
is_ppi	method3	ARNT	2.64453348494509	2.4869988970987	2.80206807279148	2.02252485660359e-237	ENCSR155KHM
is_in_dorothea	method3	ARNT	1.40972504241649	1.33329088504355	1.48615919978942	3.78031760943344e-286	ENCSR155KHM
has_motif	method3	ARNT	0.00205403111863561	0.00170458676816944	0.00240347546910197	1.03566713978625e-30	ENCSR155KHM
network	method3	ARNT					ENCSR155KHM
is_coexpressed	method1	ARNT	4.02618443067833	3.94916327303333	4.10320558832333	0	ENCSR613NUC
is_in_msigdb	method1	ARNT	0.00973806614835308	0.0086979201644492	0.0107782121322573	3.30516557762987e-75	ENCSR613NUC
is_in_chip_atlas	method1	ARNT	1.43433187133771	1.39509443242618	1.47356931024923	0	ENCSR613NUC
is_ppi	method1	ARNT	3.80178197783612	3.60448251133969	3.99908144433254	0	ENCSR613NUC
is_in_dorothea	method1	ARNT	1.28507883790212	1.24246642245577	1.32769125334847	0	ENCSR613NUC
has_motif	method1	ARNT	0.00973806614835308	0.0086979201644492	0.0107782121322573	3.30516557762987e-75	ENCSR613NUC
network	method1	ARNT					ENCSR613NUC
is_coexpressed	method2	ARNT	3.90961780986338	3.8468018870563	3.97243373267045	0	ENCSR613NUC
is_in_msigdb	method2	ARNT	0.00852218871791928	0.00762267047790986	0.00942170695792852	5.68628759527027e-77	ENCSR613NUC
is_in_chip_atlas	method2	ARNT	2.75899754493651	2.70822418274706	2.80977090712596	0	ENCSR613NUC
is_ppi	method2	ARNT	3.12043498266939	2.97992413085865	3.26094583448013	0	ENCSR613NUC
is_in_dorothea	method2	ARNT	2.81406473162577	2.75003235010181	2.87809711314972	0	ENCSR613NUC
has_motif	method2	ARNT	0.00852218871791928	0.00762267047790986	0.00942170695792852	5.68628759527027e-77	ENCSR613NUC
network	method2	ARNT					ENCSR613NUC
is_coexpressed	method3	ARNT	2.97444126682723	2.91767823305337	3.03120430060109	0	ENCSR613NUC
is_in_msigdb	method3	ARNT	0.00626257309016583	0.00552850693678408	0.00699663924354759	9.14815519801839e-63	ENCSR613NUC
is_in_chip_atlas	method3	ARNT	2.34573548086098	2.2892083233809	2.40226263834107	0	ENCSR613NUC
is_ppi	method3	ARNT	2.00784082287549	1.88486776597246	2.13081387977852	1.02695570284962e-224	ENCSR613NUC
is_in_dorothea	method3	ARNT	2.20498246947665	2.13720961830563	2.27275532064766	0	ENCSR613NUC
has_motif	method3	ARNT	0.00626257309016583	0.00552850693678408	0.00699663924354759	9.14815519801839e-63	ENCSR613NUC
network	method3	ARNT					ENCSR613NUC
is_coexpressed	method1	ARNT	7.80511382973717	7.56814921570653	8.04207844376781	0	ENCSR669NFS
is_in_msigdb	method1	ARNT	0.000345200987266205	0.00013356477355039	0.000556837200982006	0.00138880941955511	ENCSR669NFS
is_in_chip_atlas	method1	ARNT	0.223329952019597	0.145110501498325	0.301549402540869	2.1918141897476e-08	ENCSR669NFS
is_ppi	method1	ARNT	6.82614062961469	6.38182359043749	7.2704576687919	3.38378840805008e-199	ENCSR669NFS
is_in_dorothea	method1	ARNT	0.0173961626228694	-0.0648700307800328	0.0996623560257713	0.678533408406602	ENCSR669NFS
has_motif	method1	ARNT	0.000345200987266205	0.00013356477355039	0.000556837200982006	0.00138880941955511	ENCSR669NFS
network	method1	ARNT					ENCSR669NFS
is_coexpressed	method2	ARNT	5.33754614853161	5.186777834588	5.48831446247521	0	ENCSR669NFS
is_in_msigdb	method2	ARNT	0.00047756914897147	0.000251290532198624	0.000703847765743956	3.52412391253893e-05	ENCSR669NFS
is_in_chip_atlas	method2	ARNT	0.584839539335364	0.470845170111374	0.698833908559353	8.67623778896329e-24	ENCSR669NFS
is_ppi	method2	ARNT	5.3628405772431	5.05834573595018	5.66733541853603	4.01768190407907e-261	ENCSR669NFS
is_in_dorothea	method2	ARNT	-0.0125331620826472	-0.130101934329795	0.105035610164501	0.834493893113335	ENCSR669NFS
has_motif	method2	ARNT	0.00047756914897147	0.000251290532198624	0.000703847765743956	3.52412391253893e-05	ENCSR669NFS
network	method2	ARNT					ENCSR669NFS
is_coexpressed	method3	ARNT	4.77455117603896	4.61052571103458	4.93857664104334	0	ENCSR669NFS
is_in_msigdb	method3	ARNT	0.000492411289456096	0.000259566258814457	0.000725256320097705	3.3991896880366e-05	ENCSR669NFS
is_in_chip_atlas	method3	ARNT	-0.0110192926248051	-0.138431607106383	0.116393021856773	0.865394568317357	ENCSR669NFS
is_ppi	method3	ARNT	4.22995113220387	3.89043164602329	4.56947061838445	1.076415867909e-131	ENCSR669NFS
is_in_dorothea	method3	ARNT	-0.653709385028762	-0.781976305494096	-0.525442464563429	1.70128634096256e-23	ENCSR669NFS
has_motif	method3	ARNT	0.000492411289456096	0.000259566258814457	0.000725256320097705	3.3991896880366e-05	ENCSR669NFS
network	method3	ARNT					ENCSR669NFS
is_coexpressed	method1	ASH1L	4.98526882841734	4.68262974333993	5.28790791349474	1.08562643021026e-228	ENCSR115BBC
is_in_msigdb	method1	ASH1L	4.26856053366485	4.18200014562135	4.35512092170835	0	ENCSR115BBC
is_in_chip_atlas	method1	ASH1L	3.04986950778866	2.99407021545908	3.10566880011824	0	ENCSR115BBC
is_ppi	method1	ASH1L	4.17178375973728	3.99430015437854	4.34926736509601	0	ENCSR115BBC
is_in_dorothea	method1	ASH1L	1.21173822442789	1.1496941878819	1.27378226097388	0	ENCSR115BBC
has_motif	method1	ASH1L	0.00146164326061909	0.00115606203725116	0.00176722448398704	6.91825902647526e-21	ENCSR115BBC
network	method1	ASH1L					ENCSR115BBC
is_coexpressed	method2	ASH1L	5.05509670619038	4.7632388775439	5.34695453483687	1.30552722028039e-252	ENCSR115BBC
is_in_msigdb	method2	ASH1L	6.25955184811422	6.14310744295793	6.37599625327052	0	ENCSR115BBC
is_in_chip_atlas	method2	ASH1L	4.57029537594343	4.50514096270318	4.63544978918368	0	ENCSR115BBC
is_ppi	method2	ASH1L	6.18772992116483	5.92112475808957	6.4543350842401	0	ENCSR115BBC
